# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jul 26 18:06:36 2025
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 1
# CONSTRAINT:  and discoverymethod like '%Radial Velocity%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
K2-312 c,HD 80653,1,2,Radial Velocity,2023,Roque de los Muchachos Observatory,0,921.20000000000,10.80000000000,-10.80000000000,0,1.9610000000,0.0270000000,-0.0270000000,0,12.80000000,,,0,1.14000000,,,0,1719.45168187,165.27077164,-139.84449908,0,5.41000000,0.52000000,-0.44000000,0,Msini,0.853000,0.011000,-0.011000,0,,,,,,,,,0,G2,5959.00,61.00,-61.00,0,1.220000,0.010000,-0.010000,0,1.180000,0.040000,-0.040000,0,0.2550,0.0650,-0.0650,0,[Fe/H],4.340000,0.020000,-0.020000,0,09h21m21.38s,140.3390845,+14d22m04.33s,14.3678691,109.86000000,0.81100000,-0.80000000,9.4520000,0.0030000,-0.0030000,8.0180000,0.0210000,-0.0210000,9.3073300,0.0003460,-0.0003460
K2-360 c,EPIC 201595106,1,2,Radial Velocity,2024,Multiple Observatories,0,9.79692000000,0.02961000000,-0.02961000000,0,0.0883000000,0.0016000000,-0.0016000000,0,4.02000000,,,0,0.35900000,,,0,15.23000000,1.82000000,-1.82000000,0,0.04791894,0.00572636,-0.00572636,0,Msini,0.110000,0.100000,-0.080000,0,115.0000,5.0000,-5.0000,0,912.00,18.00,-18.00,0,0,,5679.00,60.00,-39.00,0,0.980000,0.025000,-0.025000,0,0.958000,0.048000,-0.048000,0,0.0100,0.1000,-0.1000,0,[Fe/H],4.435000,0.035000,-0.035000,0,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.10000000,2.70600000,-2.64600000,11.7460000,0.0690000,-0.0690000,10.2180000,0.0210000,-0.0210000,11.6477000,0.0002450,-0.0002450
K2-99 c,K2-99,1,2,Radial Velocity,2022,Multiple Observatories,0,522.20000000000,1.40000000000,-1.40000000000,0,1.4300000000,0.0100000000,-0.0100000000,0,12.60000000,,,0,1.12000000,,,0,2669.75861880,63.56568140,-63.56568140,0,8.40000000,0.20000000,-0.20000000,0,Msini,0.210000,0.009000,-0.009000,0,,,,,390.00,6.00,-6.00,0,0,G0 IV,6069.00,92.00,-92.00,0,2.550000,0.020000,-0.020000,0,1.440000,0.030000,-0.030000,0,0.2000,0.0700,-0.0700,0,[Fe/H],3.783000,0.004000,-0.004000,0,13h55m05.70s,208.7737624,-05d26m32.98s,-5.4424943,519.22900000,12.99800000,-12.38900000,11.1490000,0.0130000,-0.0130000,9.7200000,0.0210000,-0.0210000,10.9485000,0.0005670,-0.0005670
KELT-6 c,KELT-6,1,2,Radial Velocity,2015,Multiple Observatories,0,1276.00000000000,81.00000000000,-67.00000000000,0,2.3900000000,0.1100000000,-0.1100000000,0,13.00000000,,,0,1.16000000,,,0,1179.14930000,66.74430000,-66.74430000,0,3.71000000,0.21000000,-0.21000000,0,Msini,0.210000,0.039000,-0.036000,0,,,,,,,,,0,F8,6272.00,61.00,-61.00,0,1.529000,0.143000,-0.137000,0,1.126000,0.058000,-0.058000,0,-0.2700,0.0600,-0.0600,0,[Fe/H],4.120000,0.070000,-0.070000,0,13h03m55.64s,195.9818362,+30d38m24.52s,30.6401450,240.72600000,1.98700000,-1.95500000,10.3710000,0.0070000,-0.0070000,9.0830000,0.0170000,-0.0170000,10.1934000,0.0002890,-0.0002890
KIC 3526061 b,KIC 3526061,1,1,Radial Velocity,2022,McDonald Observatory,0,3552.00000000000,158.00000000000,-135.00000000000,0,5.1400000000,0.1600000000,-0.1600000000,0,12.10000000,,,0,1.08000000,,,0,5768.58558705,139.84449908,-139.84449908,0,18.15000000,0.44000000,-0.44000000,0,Msini,0.850000,0.010000,-0.010000,0,,,,,,,,,0,,4829.00,102.00,-102.00,0,5.860000,0.240000,-0.220000,0,1.420000,0.041000,-0.041000,0,0.1200,0.1000,-0.1100,0,[Fe/H],3.090000,0.320000,-0.330000,0,19h00m44.74s,285.1863974,+38d36m40.00s,38.6111112,401.22900000,4.81600000,-4.81600000,10.3720000,0.0070000,-0.0070000,7.7760000,0.0290000,-0.0290000,9.9910600,0.0001680,-0.0001680
KOBE-1 b,KOBE-1,1,2,Radial Velocity,2025,Calar Alto Observatory,0,8.53990000000,0.00370000000,-0.00360000000,0,0.0700600000,0.0004300000,-0.0004300000,0,2.91000000,,,0,0.26000000,,,0,8.80000000,0.76000000,-0.76000000,0,0.02768790,0.00239123,-0.00239123,0,Msini,0.000000,,,0,20.5600,0.2500,-0.2500,0,594.40,5.30,-5.30,0,0,K7 V,4135.00,36.00,-36.00,0,0.619000,0.011000,-0.011000,0,0.629000,0.017000,-0.017000,0,-0.0100,0.0900,-0.0900,0,[Fe/H],5.070000,0.270000,-0.270000,0,01h16m39.85s,19.1660378,+25d19m51.73s,25.3310358,23.97180000,0.02850000,-0.02840000,10.1000000,0.0300000,-0.0300000,6.6560000,0.0180000,-0.0180000,9.4712600,0.0005940,-0.0005940
KOBE-1 c,KOBE-1,1,2,Radial Velocity,2025,Calar Alto Observatory,0,29.67100000000,0.05000000000,-0.05200000000,0,0.1607100000,0.0009900000,-0.0009900000,0,3.56000000,,,0,0.31800000,,,0,12.40000000,1.10000000,-1.10000000,0,0.03901476,0.00346099,-0.00346099,0,Msini,0.000000,,,0,3.9100,0.0470,-0.0470,0,392.50,3.50,-3.50,0,0,K7 V,4135.00,36.00,-36.00,0,0.619000,0.011000,-0.011000,0,0.629000,0.017000,-0.017000,0,-0.0100,0.0900,-0.0900,0,[Fe/H],5.070000,0.270000,-0.270000,0,01h16m39.85s,19.1660378,+25d19m51.73s,25.3310358,23.97180000,0.02850000,-0.02840000,10.1000000,0.0300000,-0.0300000,6.6560000,0.0180000,-0.0180000,9.4712600,0.0005940,-0.0005940
Kapteyn c,Kapteyn,1,1,Radial Velocity,2014,Multiple Observatories,0,121.54000000000,0.25000000000,-0.25000000000,0,0.3110000000,0.0380000000,-0.0140000000,0,2.54000000,,,0,0.22700000,,,0,7.00000000,1.20000000,-1.00000000,0,0.02200000,0.00400000,-0.00300000,0,Msini,0.230000,0.100000,-0.120000,0,,,,,,,,,0,M2.0V,3550.00,50.00,-50.00,0,0.291000,0.025000,-0.025000,0,0.281000,0.014000,-0.014000,0,-0.8900,,,0,[M/H],4.923510,0.005449,-0.005449,0,05h11m50.08s,77.9586613,-45d02m34.87s,-45.0430198,3.93305000,0.00041000,-0.00041000,8.8600000,0.1000000,-0.1000000,5.0490000,0.0210000,-0.0210000,8.0619800,0.0005880,-0.0005880
Kepler-10 d,Kepler-10,1,3,Radial Velocity,2023,Roque de los Muchachos Observatory,0,151.06000000000,0.48000000000,-0.48000000000,0,0.5379000000,0.0043000000,-0.0043000000,0,3.49000000,,,0,0.31200000,,,0,12.00000000,2.15000000,-2.15000000,0,0.03775622,0.00676466,-0.00676466,0,Msini,0.190000,0.100000,-0.100000,0,,,,,387.00,3.00,-3.00,0,0,,5708.00,28.00,-28.00,0,1.065000,0.009000,-0.009000,0,0.910000,0.021000,-0.021000,0,-0.1500,0.0400,-0.0400,0,[Fe/H],4.344000,0.004000,-0.004000,0,19h02m43.03s,285.6792980,+50d14m29.34s,50.2414842,185.50600000,0.81100000,-0.80500000,11.0430000,0.0230000,-0.0230000,9.4960000,0.0210000,-0.0210000,10.9191000,0.0003180,-0.0003180
Kepler-100 e,Kepler-100,1,4,Radial Velocity,2023,W. M. Keck Observatory,0,60.88858800000,0.04447100000,-0.04447100000,0,0.3123915860,,,0,5.27000000,,,0,0.47000000,,,0,24.14271827,3.33214569,-3.33214569,0,0.07596149,0.01048410,-0.01048410,0,Msini,0.026437,0.127095,-0.127095,0,,,,,,,,,0,,5884.00,59.98,-53.65,0,1.500000,0.035000,-0.026000,0,1.097000,0.033500,-0.033500,0,0.1000,0.0400,-0.0400,0,[Fe/H],4.120000,0.009000,-0.009000,0,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,304.64500000,1.76300000,-1.74400000,11.0550000,0.0110000,-0.0110000,9.7680000,0.0140000,-0.0140000,11.1293000,0.0003710,-0.0003710
Kepler-129 d,Kepler-129,1,3,Radial Velocity,2021,W. M. Keck Observatory,0,2646.00000000000,140.00000000000,-94.00000000000,0,4.0000000000,0.1000000000,-0.1000000000,0,12.60000000,,,0,1.12000000,,,0,2637.97577810,349.61124770,-222.47988490,0,8.30000000,1.10000000,-0.70000000,0,Msini,0.150000,0.070000,-0.050000,0,,,,,,,,,0,G4 V,5770.00,83.00,-83.00,0,1.653000,0.009000,-0.012000,0,1.178000,0.021000,-0.030000,0,0.2900,0.1000,-0.1000,0,[Fe/H],4.080000,0.011000,-0.011000,0,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.84500000,4.39900000,-4.30800000,11.8090000,0.0220000,-0.0220000,10.2520000,0.0190000,-0.0190000,11.6437000,0.0002090,-0.0002090
Kepler-139 e,Kepler-139,1,5,Radial Velocity,2023,W. M. Keck Observatory,0,2047.63537300000,65.62378300000,-65.62378300000,0,3.2357963900,,,0,13.70000000,,,0,1.22000000,,,0,378.00000000,48.00000000,-39.00000000,0,1.18932100,0.15102489,-0.12270772,0,Mass,0.013121,0.046302,-0.046302,0,,,,,,,,,0,,5622.00,53.00,-53.00,0,1.045000,0.026000,-0.025000,0,1.078000,0.025500,-0.025500,0,0.3500,0.0400,-0.0400,0,[Fe/H],4.345180,0.084145,-0.059855,0,18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,391.03800000,4.23800000,-4.14900000,12.7750000,0.0920000,-0.0920000,11.1670000,0.0160000,-0.0160000,12.6770000,0.0001840,-0.0001840
Kepler-1656 c,Kepler-1656,1,2,Radial Velocity,2022,W. M. Keck Observatory,0,1919.00000000000,27.00000000000,-24.00000000000,0,3.0530000000,0.0490000000,-0.0490000000,0,14.00000000,,,0,1.25000000,,,0,126.40000000,28.90000000,-28.90000000,0,0.40000000,0.09000000,-0.09000000,0,Mass,0.527000,0.050000,-0.054000,0,,,,,,,,,0,,5569.00,50.00,-50.00,0,1.100000,0.130000,-0.130000,0,1.030000,0.040000,-0.040000,0,0.1900,0.0400,-0.0400,0,[Fe/H],4.400250,0.069737,-0.067650,0,18h57m53.34s,284.4722473,+39d54m42.80s,39.9118890,185.87500000,0.83500000,-0.82700000,11.6400000,0.0170000,-0.0170000,9.6400000,0.0170000,-0.0170000,11.0622000,0.0004010,-0.0004010
Kepler-19 d,Kepler-19,1,3,Radial Velocity,2017,Roque de los Muchachos Observatory,0,62.95000000000,0.04000000000,-0.30000000000,0,,,,,5.06000000,,,0,0.45100000,,,0,22.50000000,1.20000000,-5.60000000,0,0.07079256,0.00377560,-0.01761948,0,Mass,0.050000,0.160000,-0.010000,0,,,,,,,,,0,,5544.00,20.00,-20.00,0,0.859000,0.018000,-0.018000,0,0.936000,0.040000,-0.040000,0,-0.0800,0.0200,-0.0200,0,[Fe/H],4.510000,0.030000,-0.030000,0,19h21m41.03s,290.4209694,+37d51m05.96s,37.8516556,218.56200000,0.97500000,-0.96600000,12.0350000,0.0260000,-0.0260000,10.3180000,0.0190000,-0.0190000,11.8763000,0.0001730,-0.0001730
Kepler-407 c,Kepler-407,1,2,Radial Velocity,2014,W. M. Keck Observatory,0,3000.00000000000,500.00000000000,-500.00000000000,0,3.2709036900,,,0,12.30000000,,,0,1.10000000,,,0,4000.00000000,2000.00000000,-2000.00000000,0,12.60000000,6.30000000,-6.30000000,0,Mass,0.221479,0.000308,-0.000308,0,,,,,,,,,0,,5476.00,75.00,-75.00,0,1.010000,0.070000,-0.070000,0,1.000000,0.060000,-0.060000,0,0.3300,0.0700,-0.0700,0,[Fe/H],4.426000,0.060000,-0.060000,0,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.36800000,2.53100000,-2.49500000,12.6030000,0.1030000,-0.1030000,10.9110000,0.0230000,-0.0230000,12.5074000,0.0001660,-0.0001660
Kepler-424 c,Kepler-424,1,2,Radial Velocity,2014,McDonald Observatory,0,223.30000000000,2.10000000000,-2.10000000000,0,0.7300000000,0.0800000000,-0.0700000000,0,12.70000000,,,0,1.13000000,,,0,2215.18000000,197.05000000,-197.05000000,0,6.97000000,0.62000000,-0.62000000,0,Msini,,,,,,,,,,,,,0,,5460.00,81.00,-81.00,0,0.940000,0.056000,-0.056000,0,1.010000,0.054000,-0.054000,0,0.4400,0.1400,-0.1400,0,[Fe/H],4.500000,0.050000,-0.050000,0,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.64600000,10.12500000,-9.84400000,14.4290000,0.1030000,-0.1030000,12.4700000,0.0220000,-0.0220000,14.2290000,0.0002760,-0.0002760
Kepler-48 e,Kepler-48,1,5,Radial Velocity,2014,W. M. Keck Observatory,0,982.00000000000,8.00000000000,-8.00000000000,0,1.8982747480,,,0,13.40000000,,,0,1.19000000,,,0,657.00000000,25.00000000,-25.00000000,0,2.06700000,0.07900000,-0.07900000,0,Mass,0.003142,0.028616,-0.028616,0,,,,,,,,,0,,5194.00,73.00,-73.00,0,0.890000,0.050000,-0.050000,0,0.880000,0.060000,-0.060000,0,0.1700,0.0700,-0.0700,0,[Fe/H],4.487000,0.050000,-0.050000,0,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,306.73800000,1.82500000,-1.80400000,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630
Kepler-48 f,Kepler-48,1,5,Radial Velocity,2023,W. M. Keck Observatory,0,5219.68185400000,373.57649300000,-373.57649300000,0,5.7191878770,,,0,13.80000000,,,0,1.23000000,,,0,298.58099680,92.71232669,-92.71232669,0,0.93944088,0.29170560,-0.29170560,0,Msini,0.015283,0.135060,-0.135060,0,,,,,,,,,0,,5190.00,44.00,-44.00,0,0.836000,0.022000,-0.021000,0,0.916000,0.021500,-0.021500,0,0.2600,0.0400,-0.0400,0,[Fe/H],4.487000,0.050000,-0.050000,0,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,306.73800000,1.82500000,-1.80400000,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630
Kepler-56 d,Kepler-56,1,3,Radial Velocity,2016,Multiple Observatories,0,1002.00000000000,5.00000000000,-5.00000000000,0,2.1600000000,0.0800000000,-0.0800000000,0,12.80000000,,,0,1.14000000,,,0,1784.00000000,120.00000000,-120.00000000,0,5.61000000,0.38000000,-0.38000000,0,Msini,0.200000,0.010000,-0.010000,0,,,,,,,,,0,,4819.44,74.95,-74.95,0,4.217990,,,0,1.290000,0.037000,-0.034000,0,0.3631,0.0064,-0.0064,0,[M/H],3.310000,0.010000,-0.010000,0,19h35m01.99s,293.7583002,+41d52m18.51s,41.8718070,912.99400000,23.54650000,-23.54650000,12.5980000,0.0460000,-0.0460000,10.2270000,0.0180000,-0.0180000,12.4298000,0.0001690,-0.0001690
Kepler-65 e,Kepler-65,1,4,Radial Velocity,2019,W. M. Keck Observatory,0,258.80000000000,1.50000000000,-1.30000000000,0,0.8539307544,,,0,13.90000000,,,0,1.24000000,,,0,260.00000000,200.00000000,-50.00000000,0,0.82000000,0.63000000,-0.16000000,0,Mass,0.283000,0.064000,-0.071000,0,,,,,,,,,0,,6220.00,44.35,-43.86,0,1.437000,0.032000,-0.027000,0,1.248000,0.018000,-0.021000,0,0.1300,0.0400,-0.0400,0,[Fe/H],4.232000,0.006000,-0.006000,0,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.72800000,2.70800000,-2.66100000,10.9220000,0.0080000,-0.0080000,9.8060000,0.0170000,-0.0170000,10.9656000,0.0003860,-0.0003860
Kepler-88 d,KOI-142,1,3,Radial Velocity,2020,W. M. Keck Observatory,0,1403.00000000000,14.00000000000,-14.00000000000,0,2.4663298660,,,0,13.10000000,,,0,1.17000000,,,0,965.14699656,44.00670243,-44.00670243,0,3.05046460,0.16002437,-0.16002437,0,Msin(i)/sin(i),0.410000,0.030000,-0.030000,0,,,,,,,,,0,G6 V,5466.00,60.00,-60.00,0,0.897000,0.016000,-0.016000,0,0.990000,0.023000,-0.023000,0,0.2700,0.0600,-0.0600,0,[Fe/H],4.528000,0.025000,-0.019000,0,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,376.86300000,2.01000000,-1.99100000,13.2090000,0.1260000,-0.1260000,11.4540000,0.0190000,-0.0190000,13.1048000,0.0002750,-0.0002750
Kepler-93 c,Kepler-93,1,2,Radial Velocity,2014,W. M. Keck Observatory,0,1460.00000000000,,,-1,,,,,,,,,,,,,954.00000000,,,-1,3.00000000,,,-1,Mass,,,,,,,,,,,,,0,,5669.00,75.00,-75.00,0,0.920000,0.020000,-0.020000,0,0.910000,0.060000,-0.060000,0,-0.1800,0.1000,-0.1000,0,[Fe/H],4.468000,0.030000,-0.030000,0,19h25m40.35s,291.4181275,+38d40m20.32s,38.6723124,95.91150000,0.22170000,-0.22060000,9.9960000,0.0040000,-0.0040000,8.3700000,0.0190000,-0.0190000,9.8624900,0.0003950,-0.0003950
Kepler-94 c,Kepler-94,1,2,Radial Velocity,2014,W. M. Keck Observatory,0,820.30000000000,3.00000000000,-3.00000000000,0,1.5968066210,,,0,12.50000000,,,0,1.11000000,,,0,3126.00000000,200.00000000,-200.00000000,0,9.83600000,0.62900000,-0.62900000,0,Mass,0.345931,0.000239,-0.000239,0,,,,,,,,,0,M0 V,4781.00,98.00,-98.00,0,0.760000,0.030000,-0.030000,0,0.810000,0.060000,-0.060000,0,0.3400,0.0700,-0.0700,0,[Fe/H],4.590000,0.040000,-0.040000,0,18h44m46.74s,281.1947316,+47d29m50.14s,47.4972606,191.90400000,0.82100000,-0.81400000,13.0710000,0.0690000,-0.0690000,10.5940000,0.0110000,-0.0110000,12.8567000,0.0002590,-0.0002590
Kepler-97 c,Kepler-97,1,2,Radial Velocity,2014,W. M. Keck Observatory,0,789.00000000000,,,-1,,,,,,,,,,,,,344.00000000,,,-1,1.08000000,,,-1,Mass,,,,,,,,,,,,,0,,5779.00,74.00,-74.00,0,0.980000,0.090000,-0.090000,0,0.940000,0.060000,-0.060000,0,-0.2000,0.0700,-0.0700,0,[Fe/H],4.430000,0.080000,-0.080000,0,19h09m18.37s,287.3265292,+48d40m24.04s,48.6733443,400.90700000,3.55200000,-3.49100000,12.9940000,0.0920000,-0.0920000,11.3450000,0.0260000,-0.0260000,12.8130000,0.0002190,-0.0002190
L 363-38 b,L 363-38,1,1,Radial Velocity,2023,Paranal Observatory,0,8.78100000000,0.00700000000,-0.00700000000,0,0.0480000000,0.0060000000,-0.0060000000,0,2.00000000,,,0,0.17900000,,,0,4.67000000,0.43000000,-0.43000000,0,0.01469346,0.00135293,-0.00135293,0,Msini,,,,,,,,,330.00,,,0,0,,3129.00,6.00,-6.00,0,0.274000,,,0,0.210000,0.014000,-0.014000,0,,,,,,4.970000,,,0,00h43m25.33s,10.8555443,-41d17m43.05s,-41.2952926,10.22950000,0.00860000,-0.00860000,13.0270000,0.0250000,-0.0250000,7.7100000,0.0160000,-0.0160000,11.5607000,0.0008350,-0.0008350
L 98-59 e,L 98-59,1,4,Radial Velocity,2021,Multiple Observatories,0,12.79600000000,0.02000000000,-0.01900000000,0,0.0717000000,0.0060000000,-0.0048000000,0,1.56000000,,,0,0.13900000,,,0,3.06000000,0.33000000,-0.37000000,0,0.00962784,0.00103830,-0.00116415,0,Msini,0.128000,0.108000,-0.076000,0,,,,,342.00,20.00,-18.00,0,0,M3 V,3415.00,135.00,-135.00,0,0.303000,0.026000,-0.023000,0,0.273000,0.030000,-0.030000,0,-0.4600,0.2600,-0.2600,0,[Fe/H],4.860000,0.130000,-0.130000,0,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.61940000,0.00320000,-0.00320000,11.6850000,0.0170000,-0.0170000,7.1010000,0.0180000,-0.0180000,10.5976000,0.0007650,-0.0007650
LHS 3154 b,LHS 3154,1,1,Radial Velocity,2023,McDonald Observatory,0,3.71778000000,0.00080000000,-0.00081000000,0,0.0226200000,0.0001800000,-0.0001800000,0,3.69000000,,,0,0.32900000,,,0,13.15000000,0.84000000,-0.82000000,0,0.04137453,0.00264294,-0.00258001,0,Msini,0.076000,0.057000,-0.047000,0,,,,,,,,,0,M6.5,2861.00,77.00,-77.00,0,0.140500,0.003800,-0.003800,0,0.111800,0.002700,-0.002700,0,,,,,,5.200310,0.051492,-0.051492,0,16h06m32.82s,241.6367309,+40d54m24.56s,40.9068221,15.76060000,0.01800000,-0.01800000,17.6500000,0.2000000,-0.2000000,10.0720000,0.0190000,-0.0190000,14.8561000,0.0005660,-0.0005660
